Verslóritgerðir	nvfn-s
sem	ct
Þórbergur	nken-s
segir	sfg3en
í	aa
Steinarnir	nkfng
tala	sfg3fn
.	.

Frásögnin	nveng
hefst	sfm3en
á	aþ
mikilli	lveþsf
staðarlýsingu	nveþ
og	c
sögum	nvfþ
af	aþ
sérkennilegum	lvfþsf
persónum	nvfþ
,	,
en	c
þegar	c
líða	sng
tekur	sfg3en
á	aa
fá	sfg3fn
persónulegar	lvfnsf
upplifanir	nvfn
Marcels	e
meira	lheovm
pláss	nheo
.	.

Hann	fpken
verður	sfg3en
sjálfsmeðvitaður	lkensf
og	c
sjálfið	nheng
þroskast	sfm3en
.	.

Sá	faken
þroski	nken
tengist	sfm3en
ekki	aa
síst	aae
bókmenntum	nvfþ
,	,
t.d.	as
segir	sfg3en
frá	aþ
lestri	nkeþ
hans	fpkee
á	aþ
rithöfundinum	nkeþg
Bergotte	e
.	.

Og	c
að	aþ
lokum	nhfþ
hefur	sfg3en
hann	fpken
náð	ssg
þeirri	faveþ
færni	nveþ
að	c
hann	fpken
skrifar	sfg3en
eina	tfveo
blaðsíðu	nveo
af	aþ
frumsömdum	lkeþsf
texta	nkeþ
.	.

Þetta	fahen
er	sfg3en
hliðstætt	lhensf
við	ao
sögu	nveo
Þórbergs	nkee-s
af	aþ
hinum	gkeþ
verðandi	lkeþof
vísindamanni	nkeþ
Bergi	nkeþ-s
.	.

Þroski	nken
Marcels	e
á	aþ
öðrum	fohfþ
sviðum	nhfþ
er	sfg3en
líka	aa
rakinn	sþgken
,	,
t.d.	as
í	aþ
kynferðismálum	nhfþ
,	,
en	c
þann	fakeo
þátt	nkeo
fjallar	sfg3en
Þórbergur	nken-s
ekki	aa
um	aa
fyrr	aam
en	c
í	aþ
Ofvitanum	nkeþgs
.	.

Og	c
saga	nven
Prousts	e
er	sfg3en
ólík	lvensf
af	aþ
fleiri	lvfþvm
ástæðum	nvfþ
.	.

Ekki	aa
síst	aae
vegna	ae
þess	fphee
að	c
sjálfsævisagan	nveng
er	sfg3en
sögð	sþgven
af	aþ
sviðsettum	lkeþsf
skálduðum	lkeþsf
sögumanni	nkeþ
og	c
er	sfg3en
því	aa
strangt	aa
til	aa
tekið	sþghen
skáldskapur	nken
.	.

En	c
eins	aa
og	c
rakið	sþghen
var	sfg3eþ
í	aþ
kaflanum	nkeþg
um	ao
sjálfsævisögufræðin	nhfog
getur	sfg3en
slíkur	fbken
skáldskapur	nken
verið	ssg
sérstaklega	aa
gefandi	lkenof
í	aþ
rannsóknum	nvfþ
á	aþ
sjálfinu	nheþg
.	.

Frásögn	nven
sögumannsins	nkeeg
er	sfg3en
mun	nkeþ
huglægari	lvenvm
en	c
hjá	aþ
Þórbergi	nkeþ-s
,	,
þar	aa
sem	c
hann	fpken
fléttar	sfg3en
lýsingum	nvfþ
sínum	fevfþ
á	aþ
umhverfi	nheþ
og	c
persónum	nvfþ
saman	aa
við	ao
hugleiðingar	nvfo
um	ao
allt	foheo
millli	ae
himins	nkee
og	c
jarðar	nvee
,	,
svo	aa
að	c
minnir	sfg3en
á	ao
persónulega	lveosf
esseyju	nveo
.	.

Það	fahen
sem	ct
breytist	sfm3en
um	ao
miðja	lveosf
söguna	nveog
er	sfg3en
að	c
sögumaðurinn	nkeng
fer	sfg3en
að	cn
segja	sng
frá	aþ
persónulegum	lvfþsf
upplifunum	nvfþ
Marcels	e
unga	lkeevf
og	c
fléttar	sfg3en
saman	aa
við	ao
þær	favfo
hugleiðingar	nvfo
sínar	fevfo
um	ao
eigið	lheosf
sjálf	nheo
.	.

Á	ao
hinn	fakeo
bóginn	nkeog
heldur	c
Þórbergur	nken-s
gamli	lkenvf
sér	fpkeþ
að	aþ
mestu	lheþse
til	ae
hlés	nhee
,	,
en	c
leyfir	sfg3en
smám	aa
saman	aa
hugleiðingum	nvfþ
síns	fehee
unga	lheevf
sjálfs	nhee
að	cn
koma	sng
fram	aa
.	.

Nú	aa
er	sfg3en
nóg	lhensf
sagt	sþghen
um	ao
ramma	nkeo
Combray-sögunnar	nveegs
og	c
komið	sþghen
að	aþ
því	fpheþ
að	cn
skoða	sng
hana	fpveo
sjálfa	fbveo
.	.

3.2.	ta

Combray	e
Sögumaðurinn	nkeng
hefur	sfg3en
frásögnina	nveog
frá	aþ
Combray	e
á	aþ
því	fpheþ
að	cn
lýsa	sng
herbergi	nheþ
Léonie	e
frænku	nvee
,	,
sem	ct
bauð	sfg3eþ
upp	aa
á	ao
magðalenukökurnar	nvfog
.	.

Hún	fpven
lagðist	sfm3eþ
í	ao
kör	nveo
þegar	c
eiginmaðurinn	nkeng
lést	sfm3eþ
og	c
eyðir	sfg3en
dögunum	nkfþg
í	aþ
herberginu	nheþg
sínu	feheþ
og	c
horfir	sfg3en
út	aa
um	ao
gluggann	nkeog
á	ao
«	«
hina	gveo
daglegu	lveovf
en	c
eilífu	lveovf
króniku	nveo
Combray	e
»	»
(	(
66	ta
)	)
.	.

Með	aþ
því	fpheþ
að	cn
segja	sng
frá	aþ
háttum	nkfþ
frænkunnar	nveeg
,	,
samskiptum	nhfþ
hennar	fpvee
við	ao
þjónustukonuna	nveog
Francoise	e
og	c
því	fpheþ
þegar	c
hún	fpven
yfirheyrir	sfg3en
Eulalie	e
og	c
prestinn	nkeog
um	ao
nýjustu	lvfove
fréttir	nvfo
,	,
nær	sfg3en
sögumaðurinn	nkeng
að	cn
lýsa	sng
Combray	e
um	ao
leið	nveo
.	.

Í	aþ
bænum	nkeþg
gerist	sfm3en
fátt	lhensf
óvænt	lhensf
og	c
allir	fokfn
þekkja	sfg3fn
alla	fokfo
.	.

Því	aa
kallar	sfg3en
allt	fohen
óþekkt	lhensf
á	ao
könnun	nveo
,	,
t.d.	as
sendir	sfg3en
Léonie	e
þjónustukonuna	nveog
til	ae
að	cn
spyrjast	snm
fyrir	aa
um	aa
hvort	c
frú	nven
Goupil	e
hafi	svg3en
mætt	ssg
of	aa
seint	aa
í	ao
messu	nveo
.	.

Þetta	fahen
er	sfg3en
svipuð	lvensf
aðferð	nven
og	c
Þórbergur	nken-s
beitir	sfg3en
:	:
vegna	ae
þess	fphee
að	c
Bergur	nken-s
rannsakar	sfg3en
umhverfi	nheo
sitt	feheo
af	aþ
forvitni	nveþ
fær	sfg3en
lesandinn	nkeng
nákvæma	lveosf
lýsingu	nveo
.	.

Í	aþ
þessum	fakeþ
hluta	nkeþ
eru	sfg3fn
Léonie	e
frænka	nven
og	c
Marcel	e
í	aþ
sams	fbkee
konar	nkee
áhorfandahlutverki	nheþ
og	c
með	aþ
þeirra	fphfe
augum	nhfþ
sjáum	sfg1fn
við	fp1fn
Combray	e
.	.

Í	aþ
fyrri	lkeþvm
helmingi	nkeþ
Combray-kaflans	nkeegs
er	sfg3en
Léonie	e
í	aþ
raun	nveþ
aðalpersónan	nveng
.	.

Allt	fohen
heimilishaldið	nheng
snýst	sfm3en
um	ao
duttlunga	nkfo
hennar	fpvee
sem	ct
allir	fokfn
hafa	sfg3fn
lært	ssg
að	c
þýðir	sfg3en
ekki	aa
að	cn
reyna	sng
að	cn
breyta	sng
.	.

Hún	fpven
og	c
smásmugulegar	lvfnsf
rannsóknir	nvfn
hennar	fpvee
á	aþ
mannlífi	nheþ
Combray	e
eru	sfg3fn
allan	fokeo
tímann	nkeog
í	aþ
bakgrunni	nkeþ
.	.

Þegar	c
sögumaðurinn	nkeng
hefur	sfg3en
lokið	ssg
að	cn
segja	sng
frá	aþ
einhverju	foheþ
ákveðnu	lheþsf
,	,
t.d.	as
kirkjuferð	nveþ
,	,
þá	aa
snýr	sfg3en
hann	fpken
alltaf	aa
aftur	aa
heim	aa
í	ao
«	«
notaleg	x
[	[
t	x
]	]
tilbreytingarleysi	nheo
[	[
...	...
]	]
«	«
litla	lkeevf
vanagang	x
[	[
sins	x
]	]

(	(
118	ta
)	)
hennar	fpvee
Léonie	e
.	.

Líf	nhen
fjölskyldunnar	nveeg
fylgir	sfg3en
niðurnjörvaðri	lveþsf
rútínu	nveþ
.	.

Dagskráin	nveng
er	sfg3en
eins	aa
í	aþ
hverri	foveþ
viku	nveþ
og	c
inniheldur	sfg3en
fasta	lkfosf
liði	nkfo
eins	aa
og	c
að	cn
fara	sng
í	ao
kirkju	nveo
eða	c
göngutúr	nkeo
,	,
en	c
besta	lhenve
dæmið	nheng
er	sfg3en
hádegismaturinn	nkeng
á	aþ
laugardögum	nkfþ
sem	ct
er	sfg3en
alltaf	aa
reiddur	sþgken
fram	aa
klukkutíma	nkeþ
fyrr	aam
en	c
aðra	fokfo
daga	nkfo
.	.

Lífið	nheng
er	sfg3en
svo	aa
rútínerað	lhensf
að	c
þetta	fahen
frávik	nhen
,	,
sem	ct
þó	aa
er	sfg3en
reglubundið	aa
,	,
verður	sfg3en
«	«
vinsælasta	lhenve
umræðuefnið	nheng
,	,
uppistaðan	nveng
í	aþ
bröndurum	nkfþ
,	,
efniviður	nken
í	ao
æsilegustu	lvfove
sögur	nvfo
»	»
(	(
119	ta
)	)
.	.

Vanafestan	nveng
gefur	sfg3en
endurminningunum	nvfþg
tímalausan	lkeosf
goðsagnablæ	nkeo
æskunnar	nveeg
.	.

Það	fphen
er	sfg3en
erfitt	lhensf
að	cn
henda	sng
reiður	nvfo
á	ao
framvindu	nveo
tímans	nkeeg
í	aþ
Combray	e
eins	aa
og	c
Sheila	e
Stern	e
bendir	sfg3en
á	aa
í	aþ
skýringarriti	nheþ
sínu	feheþ
um	ao
Leiðina	nveogs
til	ae
Swann	e
:	:

Hver	foken
dagur	nken
er	sfg3en
öðrum	fokfþ
líkur	lkensf
,	,
enda	c
er	sfg3en
fyrri	lkenvm
hluti	nken
frásagnarinnar	nveeg
byggður	sþgken
upp	aa
sem	c
«	«
dæmigerður	lkensf
dagur	nken

;	;
hefst	sfm3en
um	ao
morgunn	nkeo
og	c
endar	sfg3en
að	aþ
kvöldi	nheþ
.	.

Á	aþ
þessu	faheþ
skeiði	nheþ
æskunnar	nveeg
er	sfg3en
Marcel	e
hlutlaus	lkensf
áhorfandi	nken
.	.

Hann	fpken
talar	sfg3en
um	ao
hugann	nkeog
sem	ct
«	«
fylgsni	nheo
þaðan	aa
sem	c
[	[
hann	fpken
]	]
gat	sfg3eþ
óhultur	lkensf
fylgst	ssm
með	aþ
því	faheþ
sem	ct
fram	aa
fór	sfg3eþ
fyrir	aa
utan	aa
»	»
(	(
95	ta
)	)
.	.

Og	c
í	aþ
framhaldinu	nheþg
:	:
«	«
Þegar	c
ég	fp1en
nam	sfg1eþ
utanaðkomandi	lkeoof
hlut	nkeo
stóð	sfg3eþ
vitundin	nveng
um	ao
að	c
ég	fp1en
sæi	svg1eþ
hann	fpkeo
á	aa
milli	ae
mín	fp1ee
og	c
hans	fpkee
,	,
umvafði	sfg3eþ
hann	fpken
hárfínum	lkeþsf
hugarhjúp	nkeþ
sem	ct
aftraði	sfg3eþ
því	fpheþ
að	c
ég	fp1en
kæmist	svm1eþ
nokkru	foheþ
sinni	nheþ
í	ao
beina	lveosf
snertingu	nveo
við	ao
sjálft	fbheo
innihaldið	nheog
»	»
(	(
95	ta
)	)
.	.

Þannig	aa
að	c
á	aþ
þessum	fakeþ
tímapunkti	nkeþ
er	sfg3en
hann	fpken
ekki	aa
í	aþ
tengslum	nhfþ
við	aa
og	c
nær	sfg3en
ekki	aa
að	cn
snerta	sng
veruleikann	nkeog
.	.

Hann	fpken
er	sfg3en
fyrir	aa
utan	aa
og	c
horfir	sfg3en
á	aa
.	.

Í	aþ
þessari	faveþ
einangrun	nveþ
frá	aþ
heiminum	nkeþg
eru	sfg3fn
það	fphen
aðallega	aa
athafnir	nvfn
af	aþ
tvennum	lkeþsf
toga	nkeþ
sem	ct
Marcel	e
framkvæmir	sfg3en
:	:
hann	fpken
les	sfg3en
bækur	nvfo
og	c
fylgist	sfm3en
náið	aa
með	aþ
umhverfinu	nheþg
.	.

Dæmi	nhen
um	ao
það	faheo
síðarnefnda	lheovf
er	sfg3en
athyglin	nveng
sem	ct
Marcel	e
veitir	sfg3en
kirkjunni	nveþg
í	aþ
Combray	e
,	,
en	c
lýsing	nven
hennar	fpvee
nær	sfg3en
yfir	ao
heilar	lvfosf
átta	tfvfo
blaðsíður	nvfo
.	.

Hún	fpven
er	sfg3en
það	fahen
fyrsta	lhenve
sem	ct
hann	fpken
sér	sfg3en
úr	aþ
lestinni	nveþg
á	aþ
leiðinni	nveþg
í	ao
bæinn	nkeog
og	c
hann	fpken
er	sfg3en
hugfanginn	lkensf
af	aþ
henni	fpveþ
.	.

Hann	fpken
grandskoðar	sfg3en
hana	fpveo
á	aþ
því	faheþ
skeiði	nheþ
ævinnar	nveeg
meðan	c
hann	fpken
er	sfg3en
enn	aa
óharðnaður	lkensf
og	c
mótanlegur	lkensf
.	.

Aðrar	fovfn
kirkjur	nvfn
sem	ct
hann	fpken
skoðar	sfg3en
síðar	aam
á	aþ
ævinni	nveþg
gefa	sng
honum	fpkeþ
ekki	aa
það	faheo
sama	fbheo
,	,
því	fpheþ
þá	aa
hefur	sfg3en
hann	fpken
glatað	ssg
«	«
tilfinningu	nveþ
[	[
unni	x
]	]
sem	ct
lætur	sfg3en
okkur	fp1fo
ekki	aa
skoða	sng
hlutinn	nkeog
eins	aa
og	c
sjónarspil	nheo
heldur	c
meðtaka	sng
hann	fpkeo
eins	aa
og	c
óviðjafnanlega	lveosf
lífveru	nveo
»	»
(	(
79	ta
)	)
.	.

Minningar	nvfn
um	ao
aðrar	fovfo
kirkjur	nvfo
búa	sfg3fn
heldur	aam
ekki	aa
yfir	aþ
«	«
djúprættum	lkeþsf
hluta	nkeþ
úr	aþ
lífi	nheþ
»	»
(	(
79	ta
)	)
hans	fpkee
sjálfs	fbkee
.	.

Marcel	e
er	sfg3en
líka	aa
einn	tfken
af	aþ
þeim	fpkfþ
,	,
eins	aa
og	c
Þórbergur	nken-s
,	,
sem	ct
nenna	sfg3fn
að	cn
hlusta	sng
nógu	lheþsf
lengi	aa
til	ae
að	cn
heyra	sng
nið	nkeo
aldanna	nvfeg
því	fpheþ
hann	fpken
nemur	sfg3en
tímavídd	nveo
kirkjunnar	nveeg
.	.

«	«
Þetta	fahen
var	sfg3eþ
fjórvíð	lvensf
bygging	nven
,	,
ef	c
svo	aa
má	sfg3en
segja	sng
-	-
tímavíddin	nveng
var	sfg3eþ
sú	faven
fjórða	lvenvf
-	-
og	c
sigldi	sfg3eþ
skipi	nheþ
sínu	feheþ
gegnum	ao
aldirnar	nvfog
,	,
stafgólf	nheo
eftir	ao
stafgólf	nheo
,	,
kapellu	nveo
af	aþ
kapellu	nveþ
»	»
(	(
75	ta
)	)
.	.

Áhugi	nken
Marcels	e
á	aþ
kirkjum	nvfþ
gengur	sfg3en
eins	aa
og	c
leiðarstef	nhen
gegnum	ao
söguna	nveog
.	.

Roger	e
Shattuck	e
heldur	sfg3en
því	fpheþ
fram	aa
í	aþ
greininni	nveþg
«	«
Lost	e
and	e
Found	e
:	:
The	e
Structure	e
of	e
Proust	e
'	'
s	e
Novel	e
»	»
að	c
lýsingin	nveng
á	aþ
hlutum	nkfþ
kirkjunnar	nveeg
sé	svg3en
myndhverfing	nven
fyrir	ao
byggingu	nveo
Leitarinnar	nveegs
í	aþ
heild	nveþ
sinni	feveþ
.	.

Og	c
í	aþ
því	faheþ
samhengi	nheþ
skiptir	sfg3en
tímavíddin	nveng
máli	nheþ
,	,
því	fpheþ
kirkjan	nveng
líkt	aa
og	c
sagan	nveng
hefur	sfg3en
breyst	ssm
smám	aa
saman	aa
og	c
verið	ssg
lengi	aa
í	aþ
byggingu	nveþ
.	.

Proust	e
notar	sfg3en
kirkjuna	nveog
einnig	aa
sem	c
tæki	nheo
til	ae
að	cn
tengja	sng
saman	aa
sögur	nvfo
,	,
t.d.	as
þegar	c
Marcel	e
sér	sfg3en
kirkjuturninn	nkeog
birtast	snm
frá	aþ
ólíkum	lhfþsf
sjónarhornum	nhfþ
.	.

Þá	aa
er	sfg3en
athyglinni	nveþg
aftur	aa
beint	sþghen
að	aþ
Combray	e
,	,
sem	ct
kirkjan	nveng
er	sfg3en
sameiningartákn	nhen
fyrir	aa
.	.

Hún	fpven
verður	sfg3en
svo	aa
hluti	nken
af	aþ
þroskasögu	nveþ
Marcels	e
sem	ct
rithöfundar	nkee
því	fpheþ
þegar	c
hann	fpken
byrjar	sfg3en
að	cn
skrifa	sng
eru	sfg3fn
kirkjuturnar	nkfn
yrkisefnið	nheng
.	.

Þar	aa
með	aa
eru	sfg3fn
þeir	fpkfn
orðnir	sþgkfn
hluti	nken
sögunnar	nveeg
um	ao
tilurð	nveo
Leitarinnar	nveegs
,	,
því	fpheþ
verkið	nheng
endar	sfg3en
á	aþ
því	fpheþ
að	c
Marcel	e
ákveður	sfg3en
að	cn
fylgja	sng
eftir	aa
rithöfundarköllun	nveþ
sinni	feveþ
,	,
og	c
skrifar	sfg3en
niður	aa
söguna	nveog
sem	ct
hann	fpken
hefur	sfg3en
rifjað	ssg
upp	aa
fyrir	aþ
sjálfum	fbkeþ
sér	fpkeþ
.	.

Kirkjan	nveng
skipar	sfg3en
þennan	fakeo
sess	nkeo
vegna	ae
þess	fphee
að	c
Marcel	e
meðtekur	sfg3en
hana	fpveo
sem	ct
óviðjafnanlega	lveosf
lífveru	nveo
,	,
auk	ae
þess	fphee
að	c
hann	fpken
fær	sfg3en
staðfestingu	nveo
á	aþ
bókmenntaleika	nkeþ
hennar	fpvee
í	aþ
lestri	nkeþ
.	.

Dómkirkjur	nvfn
eru	sfg3fn
nefnilega	aa
eitt	tfhen
af	aþ
því	faheþ
sem	ct
Marcel	e
lærir	sfg3en
að	cn
meta	sng
af	aþ
uppáhaldsrithöfundinum	nkeþg
Bergotte	e
.	.

Það	fphen
er	sfg3en
hins	fakee
vegar	nkee
stíll	nken
Bergottes	e
sem	ct
heillar	sfg3en
hann	fpkeo
mest	aae
;	;
svo	aa
mikið	aa
að	c
hugsanir	nvfn
hans	fpkee
fara	sfg3fn
að	cn
hljóma	sng
eins	aa
og	c
setningar	nvfn
höfundarins	nkeeg
.	.

Og	c
þegar	c
hann	fpken
rekst	sfm3en
á	ao
sögur	nvfo
í	aþ
bókum	nvfþ
Bergottes	e
sem	ct
líkjast	sfm3fn
þeim	favfþ
sem	ct
hann	fpken
sjálfur	fbken
hefur	sfg3en
sagt	ssg
ömmu	nveþ
sinni	feveþ
,	,
þá	aa
tekur	sfg3en
hann	fpken
það	fpheo
til	ae
marks	nhee
um	ao
að	c
hann	fpken
sjálfur	fbken
geti	svg3en
,	,
þrátt	aa
fyrir	ao
allt	foheo
,	,
hugsað	ssg
merkilegar	lvfosf
hugsanir	nvfo
.	.

Með	aþ
miklum	lkeþsf
lestri	nkeþ
nær	sfg3en
hann	fpken
hér	aa
að	cn
þroskast	snm
á	aþ
bókmenntasviðinu	nheþg
og	c
þokast	sfm3en
nær	aþm
því	fpheþ
að	cn
geta	sng
einn	fokeo
daginn	nkeog
sjálfur	fbken
orðið	ssg
rithöfundur	nken
.	.

Bóklesturinn	nkeng
gegnir	sfg3en
því	faheþ
hlutverki	nheþ
að	cn
vera	sng
æfing	nven
fyrir	ao
væntanlegt	lheosf
ævistarf	nheo
,	,
eins	aa
og	c
mælingarnar	nvfng
hjá	aþ
Þórbergi	nkeþ-s
fyrir	ao
vísindastörf	nhfo
.	.

Samfélaginu	nheþg
sem	ct
Marcel	e
elst	sfm3en
upp	aa
í	aa
er	sfg3en
lýst	sþghen
töluvert	aa
í	aþ
þessum	fakeþ
hluta	nkeþ
,	,
ekki	aa
síst	aae
gegnum	ao
vökult	lheosf
auga	nheo
frænkunnar	nveeg
,	,
en	c
einnig	aa
með	aþ
persónunum	nvfþg
sem	ct
er	sfg3en
dreift	sþghen
nokkuð	fohen
jafnt	aa
milli	ae
stétta	nvfe
.	.

Og	c
þetta	fahen
er	sfg3en
mjög	aa
stéttskipt	lhensf
samfélag	nhen
.	.

Léonie	e
frænka	nven
er	sfg3en
rík	lvensf
ekkja	nven
sem	ct
þarf	sfg3en
ekki	aa
að	cn
vinna	sng
og	c
hefur	sfg3en
þjónustufólk	nheo
.	.

Francoise	e
er	sfg3en
komin	sþgven
af	aþ
bændafólki	nheþ
og	c
þarf	sfg3en
því	aa
að	cn
vinna	sng
fyrir	aþ
sér	fpveþ
sem	ct
þjónustukona	nven
Léonie	e
.	.

Faðir	nken
Swann	e
var	sfg3eþ
verðbréfasali	nken
,	,
svo	aa
hann	fpken
þarf	sfg3en
ekkert	fohen
að	cn
vinna	sng
;	;
safnar	sfg3en
í	ao
staðinn	nkeog
listmunum	nkfþ
og	c
mætir	sfg3en
í	ao
matarboð	nhfo
.	.

Afi	nken
Marcels	e
var	sfg3eþ
líka	aa
verðbréfasali	nken
og	c
vegna	ae
þess	fphee
að	c
þau	fphfn
eru	sfg3fn
af	aþ
sama	fbheþ
sauðahúsi	nheþ
kemur	sfg3en
Swann	e
í	ao
heimsóknir	nvfo
til	ae
fjölskyldunnar	nveeg
.	.

Þau	fphfn
líta	sfg3fn
hálfpartinn	nkeog
niður	aa
á	ao
Swann	e
því	fpheþ
hann	fpken
giftist	sfm3eþ
vafasamri	lveþsf
konu	nveþ
,	,
en	c
í	aþ
raun	nveþ
stendur	sfg3en
hann	fpken
hærra	aam
í	aþ
virðingarstiganum	nkeþg
því	fpheþ
hann	fpken
umgengst	sfm3en
aðalsmenn	nkfo
.	.

Verkfræðingurinn	nkeng
Legrandine	e
er	sfg3en
af	aþ
sömu	fbveþ
stétt	nveþ
og	c
fjölskyldan	nveng
en	c
snobbar	sfg3en
fyrir	aþ
aðalsmönnum	nkfþ
og	c
vill	sfg3en
þess	fphee
vegna	ae
ekki	aa
kynna	sng
hana	fpveo
fyrir	aþ
systur	nveþ
sinni	feveþ
í	aþ
Balbec	e
.	.

Hæst	lvense
í	aþ
þjóðfélagsstiga	nkeþ
Combray	e
er	sfg3en
svo	aa
greifynjan	nveng
af	aþ
Guermantes	e
,	,
sem	ct
Marcel	e
dreymir	sfg3en
um	ao
að	cn
hitta	sng
.	.

Marcel	e
er	sfg3en
svo	aa
taugaveiklað	lhensf
og	c
viljalaust	lhensf
barn	nhen
að	c
fjölskyldan	nveng
hefur	sfg3en
áhyggjur	nvfo
af	aþ
framtíð	nveþ
hans	fpkee
.	.

Hans	nken-s
virðist	sfm3en
ekki	aa
hafa	sng
burði	nkfo
til	ae
að	cn
verða	sng
viðskiptamaður	nken
,	,
en	c
samsamar	sfg3en
sig	fpkeo
listamönnum	nkfþ
og	c
listunnendum	nkfþ
eins	aa
og	c
Vinteuil	e
,	,
Bergotte	e
og	c
Swann	e
.	.

Í	aþ
þeim	fphfþ
hefur	sfg3en
hann	fpken
fyrirmyndir	nvfo
þótt	c
að	c
þeir	fpkfn
njóti	svg3fn
takmarkaðrar	lveesf
virðingar	nvee
í	aþ
samfélaginu	nheþg
.	.

Þetta	fahen
er	sfg3en
ólíkt	lhensf
Þórbergi	nkeþ-s
sem	ct
elst	sfm3en
upp	aa
í	aþ
samfélagi	nheþ
þar	aa
sem	c
eina	lhenvf
markmiðið	nheng
sem	ct
blasir	sfg3en
við	aa
er	sfg3en
að	cn
verða	sng
bóndi	nken
.	.

Þórbergur	nken-s
flytur	sfg3en
síðar	aam
úr	aþ
Suðursveitinni	nveþgs
og	c
nær	sfg3en
að	cn
skapa	sng
sjálfan	fbkeo
sig	fpkeo
þrátt	aa
fyrir	ao
þau	fahfo
öfl	nhfo
sem	ct
móta	sfg3fn
hann	fpkeo
í	aþ
æsku	nveþ
.	.

Marcel	e
elst	sfm3en
hins	fakee
vegar	nkee
upp	aa
í	aþ
flóknara	lheþvm
samfélagi	nheþ
þar	aa
sem	c
fyrirmyndirnar	nvfng
eru	sfg3fn
fleiri	lvfnvm
.	.

Það	fphen
er	sfg3en
til	aa
braut	nven
fyrir	ao
tilfinninganæma	lkfosf
drengi	nkfo
,	,
fjölskyldan	nveng
gerir	sfg3en
hálfpartinn	nkeog
ráð	nheo
fyrir	aþ
því	fpheþ
að	c
hann	fpken
verði	svg3en
listamaður	nken
og	c
hvetur	sfg3en
hann	fpkeo
til	ae
að	cn
lesa	sng
.	.

Þannig	aa
að	c
hann	fpken
þarf	sfg3en
í	aþ
raun	nveþ
ekki	aa
að	cn
brjótast	snm
undan	aþ
þeim	favfþ
væntingum	nvfþ
sem	ct
samfélagið	nheng
hefur	sfg3en
til	ae
hans	fpkee
,	,
ólíkt	lhensf
Þórbergi	nkeþ-s
.	.

En	c
þeir	fpkfn
eiga	sfg3fn
það	fpheo
sameiginlegt	lheosf
að	cn
vera	sng
á	aþ
skjön	nheo
við	ao
fjölskyldur	nvfo
sínar	fevfo
.	.

Áður	aa
en	c
lengra	aam
er	sfg3en
haldið	sþghen
er	sfg3en
vert	lhensf
að	cn
minnast	snm
þess	fphee
að	c
Proust	e
vildi	sfg3eþ
ekki	aa
að	c
sagan	nveng
væri	svg3eþ
lesin	sþgven
sem	c
sjálfsævisaga	nven
,	,
heldur	c
sem	c
skáldsaga	nven
.	.

Hlutinn	nkeng
um	ao
Combray	e
líkist	sfm3en
mest	aae
sjálfsævisögu	nveþ
,	,
og	c
í	aþ
honum	fpkeþ
byggist	sfm3en
margt	lhensf
á	aþ
ævi	nveþ
Proust	e
,	,
t.d.	as
dvaldi	sfg3eþ
hann	fpken
í	aþ
æsku	nveþ
með	aþ
fjölskyldu	nveþ
sinni	feveþ
í	aþ
litlum	lkeþsf
smábæ	nkeþ
,	,
en	c
ýmsir	fokfn
aðrir	fokfn
hlutar	nkfn
tengjast	sfm3fn
lítið	aa
ævi	nveþ
hans	fpkee
.	.

Þetta	fahen
er	sfg3en
mikilvægt	lhensf
í	aþ
ljósi	nheþ
þess	fphee
að	c
Proust	e
var	sfg3eþ
andstæðingur	nken
ævisögulegu	lveevf
rannsóknar-aðferðarinnar	nveeg
í	aþ
bókmenntum	nvfþ
.	.

Hann	fpken
skrifaði	sfg3eþ
bók	nveo
gegn	aþ
hugmyndum	nvfþ
eins	fokee
helsta	lkeeve
bókmenntafræðings	nkee
Frakka	nkfe-s
á	aþ
19.	ta
öld	nveþ
,	,
Charles	e
Augustin	e
Saint-Beuve	e
,	,
sem	ct
var	sfg3eþ
talsmaður	nken
þeirrar	favee
aðferðar	nvee
.	.

Hún	fpven
hét	sfg3eþ
Contre	e
Saint-Beuve	e
,	,
eða	c
Gegn	aþ
Saint-Beuve	e
,	,
og	c
þar	aa
hafnar	sfg3en
hann	fpken
þeirri	faveþ
kenningu	nveþ
að	c
til	ae
að	cn
skilja	sng
skáldverk	nheo
þurfi	svg3en
að	cn
þekkja	sng
ævi	nveo
höfundarins	nkeeg
.	.

Sjálfsævisögur	nvfn
hljóta	sfg3fn
að	cn
vera	sng
sú	faven
bókmenntagrein	nven
sem	ct
liggur	sfg3en
best	aae
við	aþ
túlkun	nveþ
út	aa
frá	aþ
ævisögulegu	lveþvf
aðferðinni	nveþg
.	.

Þær	fpvfn
fjalla	sfg3fn
um	ao
ævi	nveo
höfundarins	nkeeg
svo	aa
víðtæk	lvensf
þekking	nven
á	aþ
staðreyndum	nvfþ
um	ao
líf	nheo
hans	fpkee
hlýtur	sfg3en
að	cn
koma	sng
að	aþ
gagni	nheþ
fyrir	ao
túlkandann	nkeog
.	.

Þrátt	aa
fyrir	ao
þetta	faheo
,	,
eða	c
kannski	aa
vegna	ae
þess	fphee
,	,
skrifar	sfg3en
Proust	e
skáldsöguna	nveog
Í	aþ
leit	nveþ
að	aþ
glötuðum	lkeþsf
tíma	nkeþ
sem	ct
