Fossavatnsgangan	nvengs
styrkumsóknir	nvfo
frá	aþ
ungu	lheþsf
íþróttafólki	nheþ
sem	ct
er	sfg3en
að	cn
fara	sng
utan	aa
og	c
taka	sng
þátt	nkeo
í	aþ
mótum	nhfþ
.	.

Það	fphen
verður	sfg3en
þó	aa
að	cn
segjast	snm
eins	aa
og	c
er	sfg3en
að	c
skíðavertíðin	nveng
í	ao
ár	nheo
var	sfg3eþ
ekkert	fohen
nema	c
sorgleg	lvensf
.	.

Vonandi	aa
að	c
næsti	lkenve
vetur	nken
verði	svg3en
betri	lkenvm
,	,
því	fpheþ
hér	aa
á	sfg3en
að	cn
halda	sng
skíðalandsmót	nheo
í	aþ
Oddsskarði	nheþ-s
að	aþ
ári	nheþ
.	.

Íbúaþing	nhen
Fjarðabyggðar	nvee-s
,	,
sem	ct
haldið	sþghen
var	sfg3eþ
í	ao
vor	nheo
,	,
skilaði	sfg3eþ
góðum	lvfþsf
ábendingum	nvfþ
sem	ct
Sigríður	nven-s
segir	sfg3en
að	c
auðveldlega	aa
megi	svg3en
nýta	sng
án	ae
þess	fphee
að	c
um	ao
mikinn	lkeosf
kostnað	nkeo
sé	svg3en
að	cn
ræða	sng
.	.

Einfaldir	lkfnsf
hlutir	nkfn
sem	ct
hægt	lhensf
er	sfg3en
að	cn
kippa	sng
í	aa
liðinn	nkeog
.	.

Þingið	nheng
sýnir	sfg3en
okkur	fp1fþ
líka	aa
hversu	aa
óskaplega	aa
mikilvægt	lhensf
tæki	nhen
upplýsingar	nvfn
eru	sfg3fn
.	.

Mér	fp1eþ
fannst	sfm3eþ
standa	sng
upp	aa
úr	aa
framtíðarsýn	nven
og	c
bjartsýni	nven
,	,
eðlilega	aa
,	,
og	c
þótti	sfg3eþ
athyglisvert	lhensf
að	c
krakkarnir	nkfng
samsömuðu	svg3fþ
sig	fpkfo
með	aþ
Fjarðabyggð	nveþ-s
,	,
en	c
ekki	aa
einstökum	lkfþsf
fjörðum	nkfþ
.	.

Þar	aa
var	sfg3eþ
munur	nken
á	aþ
yngra	lheþvm
og	c
eldra	lheþvm
fólkinu	nheþg
,	,
sem	ct
er	sfg3en
fullkomlega	aa
eðlilegt	lhensf
.	.

Auðvitað	aa
tekur	sfg3en
sameiningin	nveng
bæði	c
í	aþ
hugsun	nveþ
og	c
framkvæmd	nveþ
ákveðinn	lkeosf
árafjölda	nkeo
.	.

Það	fahen
sem	ct
er	sfg3en
alfa	nhen
og	c
ómega	nhen
fyrir	ao
Fjarðabyggð	nveo-s
,	,
bæði	c
í	aþ
þessum	fahfþ
huglægu	lhfþvf
og	c
hlutlægu	lhfþvf
efnum	nhfþ
,	,
eru	sfg3fn
þó	aa
samgöngumál	nhfn
.	.

Annars	fokee
vegar	nkee
ný	lhfnsf
göng	nhfn
um	ao
Oddsskarð	nheo-s
og	c
hins	fakee
vegar	nkee
reglubundnar	lvfnsf
almenningssamgöngur	nvfn
.	.

Þar	aa
verður	sfg3en
að	cn
höggva	sng
á	ao
hnútinn	nkeog
sem	ct
allra	fohfe
fyrst	aae
.	.

Í	aþ
heimsókn	nveþ
í	aþ
sveitinni	nveþg
:	:
Ólafsfjörður	nken-s
|	|
Nemendur	nkfn
í	aþ
1.	ta
bekk	nkeþ
Barnaskóla	nkee-s
Ólafsfjarðar	nkee-s
skruppu	sfg3fþ
á	aþ
dögunum	nkfþg
í	ao
heimsókn	nveo
að	aþ
bænum	nkeþg
Hlíð	nveþ-s
í	aþ
Ólafsfirði	nkeþ-s
,	,
þar	aa
sem	c
húsráðendur	nkfn
,	,
Svanfríður	nven-s
Halldórsdóttir	nven-s
og	c
Gunnar	nken-s
L.	as
Jóhannsson	nken-s
,	,
eru	sfg3fn
með	ao
fiskeldi	nheo
og	c
reykja	sfg3fn
silung	nkeo
sem	ct
þau	fphfn
selja	sfg3fn
í	aþ
neytendaumbúðum	nvfþ
.	.

--	--
>	>
Ólafsfjörður	nken-s
|	|
Nemendur	nkfn
í	aþ
1.	ta
bekk	nkeþ
Barnaskóla	nkee-s
Ólafsfjarðar	nkee-s
skruppu	sfg3fþ
á	aþ
dögunum	nkfþg
í	ao
heimsókn	nveo
að	aþ
bænum	nkeþg
Hlíð	nveþ-s
í	aþ
Ólafsfirði	nkeþ-s
,	,
þar	aa
sem	c
húsráðendur	nkfn
,	,
Svanfríður	nven-s
Halldórsdóttir	nven-s
og	c
Gunnar	nken-s
L.	as
Jóhannsson	nken-s
,	,
eru	sfg3fn
með	ao
fiskeldi	nheo
og	c
reykja	sfg3fn
silung	nkeo
sem	ct
þau	fphfn
selja	sfg3fn
í	aþ
neytendaumbúðum	nvfþ
.	.

Börnunum	nhfþg
þótti	sfg3eþ
óskaplega	aa
gaman	nhen
að	cn
sjá	sng
lömbin	nhfog
á	aþ
túninu	nheþg
og	c
alla	fokfo
silungana	nkfog
,	,
allt	fohen
frá	aþ
smáseiðum	nhfþ
upp	aa
í	ao
sláturstærð	nveo
,	,
í	aþ
kerunum	nhfþg
.	.

Á	aþ
myndinni	nveþg
má	sfg3en
sjá	sng
tvö	tfhfo
barnanna	nhfeg
og	c
gæti	svg3eþ
annað	fohen
þeirra	fphfe
verið	ssg
að	cn
segja	sng
:	:
Nei	au
,	,
sjáðu	sbg2en
,	,
þarna	aa
er	sfg3en
fiskur	nken
!	!

Þriggja	tfhfe
ára	nhfe
endurbótum	nvfþ
í	aþ
Fagradal	nkeþ-s
að	cn
ljúka	sng
:	:
Egilsstaðir	nkfn-s
|	|
Nú	aa
standa	sfg3fn
yfir	aa
lagfæringar	nvfn
á	aþ
veginum	nkeþg
um	ao
Fagradal	nkeo-s
,	,
á	aa
milli	ae
Egilsstaða	nkfe-s
og	c
Reyðarfjarðar	nkee-s
,	,
frá	aþ
Mjóafjarðarvegamótum	nhfþ-s
upp	aa
að	aþ
Kofa	nkeþ-s
.	.

Vænta	sng
má	sfg3en
að	c
þessar	favfn
framkvæmdir	nvfn
tefji	svg3fn
fyrir	aþ
umferð	nveþ
meðan	c
þær	fpvfn
standa	sfg3fn
yfir	aa
,	,
eitthvað	fohen
fram	aa
eftir	aþ
þessum	fakeþ
mánuði	nkeþ
.	.

--	--
>	>
Egilsstaðir	nkfn-s
|	|
Nú	aa
standa	sfg3fn
yfir	aa
lagfæringar	nvfn
á	aþ
veginum	nkeþg
um	ao
Fagradal	nkeo-s
,	,
á	aa
milli	ae
Egilsstaða	nkfe-s
og	c
Reyðarfjarðar	nkee-s
,	,
frá	aþ
Mjóafjarðarvegamótum	nhfþ-s
upp	aa
að	aþ
Kofa	nkeþ-s
.	.

Vænta	sng
má	sfg3en
að	c
þessar	favfn
framkvæmdir	nvfn
tefji	svg3fn
fyrir	aþ
umferð	nveþ
meðan	c
þær	fpvfn
standa	sfg3fn
yfir	aa
,	,
eitthvað	fohen
fram	aa
eftir	aþ
þessum	fakeþ
mánuði	nkeþ
.	.

Þetta	fahen
klárast	sfm3en
í	ao
sumar	nheo
segir	sfg3en
Einar	nken-s
Þorvarðarson	nken-s
,	,
umdæmisstjóri	nken
hjá	aþ
Vegagerðarinni	x
.	.

Vonandi	aa
í	aþ
júlí	nkeþ
.	.

Það	fphen
er	sfg3en
verið	sþghen
að	cn
lagfæra	sng
veginn	nkeog
núna	aa
,	,
laga	sng
skeringar	nvfo
og	c
bæta	sng
í	ao
vegaxlir	nvfo
,	,
en	c
í	aþ
júlí	nkeþ
verður	sfg3en
hann	fpken
bikfestur	sþgken
frá	aþ
Mjóafjarðarvegamótunum	nhfþgs
og	c
upp	aa
að	aþ
Kofa	nkeþ-s
og	c
klætt	sþghen
yfir	aa
aftur	aa
.	.

Síðan	aa
er	sfg3en
kafli	nken
á	aþ
Reyðarfirði	nkeþ-s
,	,
frá	aþ
Melshorninu	nheþgs
og	c
út	aa
undir	ao
ristarhlið	nheo
sem	ct
verður	sfg3en
tekinn	sþgken
líka	aa
og	c
þá	aa
er	sfg3en
búið	lhensf
að	cn
styrkja	sng
allan	fokeo
Fagradal	nkeo-s
.	.

Þá	aa
verður	sfg3en
að	aþ
fullu	lheþsf
lokið	sþghen
þriggja	tfhfe
ára	nhfe
löngum	lvfþsf
endurbótum	nvfþ
á	aþ
veginum	nkeþg
um	ao
Fagradal	nkeo-s
.	.

Aldrei	aa
gerst	ssm
áður	aa
að	c
Vegagerðin	nvengs
fái	svg3en
ekki	aa
tilboð	nheo
í	ao
verk	nheo
Einar	nken-s
segir	sfg3en
jafnframt	aa
að	c
nú	aa
sé	svg3en
verið	sþghen
að	cn
gera	sng
hringtorg	nheo
innan	aa
við	ao
Reyðarfjörð	nkeo-s
og	c
nýjar	lvfosf
tengingar	nvfo
inn	aa
í	ao
bæinn	nkeog
.	.

Þetta	fahen
var	sfg3eþ
boðið	sþghen
út	aa
um	ao
daginn	nkeog
og	c
við	fp1fn
fengum	sfg1fþ
ekkert	foheo
tilboð	nheo
.	.

Það	fphen
mun	sfg3en
vera	sng
í	ao
fyrsta	lheove
sinn	nheo
sem	ct
það	fphen
gerist	sfm3en
.	.

Þetta	fahen
er	sfg3en
svolítið	aa
sérhæft	lhensf
verk	nhen
og	c
kannski	aa
ekki	aa
áhugavert	lhensf
fyrir	ao
þessa	fakfo
stóru	lkfovf
jarðvinnuverktaka	nkfo
.	.

Lítið	lhensf
magn	nhen
og	c
dútl	nhen
við	ao
þetta	faheo
þannig	aa
að	c
við	fp1fn
vinnum	sfg1fn
þetta	faheo
þá	aa
sjálfir	fbkfn
og	c
semjum	sfg1fn
um	ao
einstaka	lkfosf
verkþætti	nkfo
við	ao
verktakana	nkfog
.	.

Svo	aa
er	sfg3en
Arnarfell	nhen-s
að	cn
byrja	sng
á	aþ
veginum	nkeþg
niður	aa
að	aþ
nýju	lveþvf
álhöfninni	nveþg
og	c
síðan	aa
verður	sfg3en
haldið	sþghen
áfram	aa
með	ao
veginn	nkeog
í	ao
átt	nveo
til	ae
Eskifjarðar	nkee-s
frá	aþ
Sómastöðum	nkfþ-s
og	c
út	aa
að	aþ
Hólmum	nkfþ-s
.	.

Þeir	fpkfn
fara	sfg3fn
að	cn
byrja	sng
á	aþ
því	fpheþ
á	aþ
næstunni	nveþg
.	.

Leiðin	nveng
niður	aa
að	aþ
álvershöfninni	nveþg
var	sfg3eþ
færð	sþgven
frá	aþ
upphaflegu	lheþsf
skipulagi	nheþ
.	.

Vegamótin	nhfng
að	aþ
höfninni	nveþg
verða	sfg3fn
rétt	aa
neðan	aa
við	ao
Framnes	nheo-s
til	ae
að	cn
fá	sng
hallaminni	lkeovm
veg	nkeo
.	.

Einar	nken-s
segir	sfg3en
ástand	nheo
á	aþ
vegum	nkfþ
Austanlands	aa
annars	aa
mjög	aa
gott	lhensf
um	ao
þessar	favfo
mundir	nvfo
.	.

Marmenn	nkfn-s
|	|
Listaverkið	nheng
Marmenn	nkfn-s
var	sfg3eþ
afhjúpað	sþghen
...	...

:	:
Marmenn	nkfn-s
|	|
Listaverkið	nheng
Marmenn	nkfn-s
var	sfg3eþ
afhjúpað	sþghen
með	aþ
viðhöfn	nveþ
á	aþ
Eskifirði	nkeþ-s
á	aþ
dögunum	nkfþg
.	.

Það	fphen
er	sfg3en
unnið	sþghen
af	aþ
nemendum	nkfþ
Grunnskóla	nkee-s
Eskifjarðar	nkee-s
og	c
er	sfg3en
tilefni	nhen
þess	fphee
nálægðin	nveng
við	ao
sjóinn	nkeog
og	c
nýafstaðinn	lkensf
sjómannadagur	nken
.	.

--	--
>	>
Marmenn	nkfn-s
|	|
Listaverkið	nheng
Marmenn	nkfn-s
var	sfg3eþ
afhjúpað	sþghen
með	aþ
viðhöfn	nveþ
á	aþ
Eskifirði	nkeþ-s
á	aþ
dögunum	nkfþg
.	.

Það	fphen
er	sfg3en
unnið	sþghen
af	aþ
nemendum	nkfþ
Grunnskóla	nkee-s
Eskifjarðar	nkee-s
og	c
er	sfg3en
tilefni	nhen
þess	fphee
nálægðin	nveng
við	ao
sjóinn	nkeog
og	c
nýafstaðinn	lkensf
sjómannadagur	nken
.	.

Gaman	nhen
er	sfg3en
að	cn
fylgjast	snm
með	aþ
sjávarföllunum	nhfþg
að	aþ
verki	nheþ
á	aþ
listaverkunum	nhfþg
,	,
en	c
þá	aa
kaffærast	sfm3fn
hausarnir	nkfng
einn	foken
af	aþ
öðrum	fokeþ
.	.

Töfrandi	lvenof
skógarparadís	nven
á	aþ
Búlandsnesi	nheþ-s
:	:
Djúpivogur	nken-s
|	|
Skógræktarfélag	nhen-s
Djúpavogs	nkee-s
var	sfg3eþ
stofnað	sþghen
1952	ta
.	.

Það	fphen
voru	sfg3fþ
þeir	fpkfn
Trausti	nken-s
Pétursson	nken-s
,	,
Þorsteinn	nken-s
Sigurðsson	nken-s
og	c
Þorsteinn	nken-s
Sveinsson	nken-s
sem	ct
stofnuðu	sfg3fþ
félagið	nheog
og	c
hófust	sfm3fþ
strax	aa
handa	nvfe
við	ao
að	cn
gróðursetja	sng
á	aþ
Búlandsnesi	nheþ-s
.	.

--	--
>	>
Djúpivogur	nken-s
|	|
Skógræktarfélag	nhen-s
Djúpavogs	nkee-s
var	sfg3eþ
stofnað	sþghen
1952	ta
.	.

Það	fphen
voru	sfg3fþ
þeir	fpkfn
Trausti	nken-s
Pétursson	nken-s
,	,
Þorsteinn	nken-s
Sigurðsson	nken-s
og	c
Þorsteinn	nken-s
Sveinsson	nken-s
sem	ct
stofnuðu	sfg3fþ
félagið	nheog
og	c
hófust	sfm3fþ
strax	aa
handa	nvfe
við	ao
að	cn
gróðursetja	sng
á	aþ
Búlandsnesi	nheþ-s
.	.

Í	ao
dag	nkeo
er	sfg3en
þar	aa
myndarlegur	lkensf
skógur	nken
sem	ct
býr	sfg3en
yfir	aþ
sérstaklega	aa
miklum	lkfþsf
töfrum	nkfþ
sakir	ae
hárra	lkfesf
kletta	nkfe
og	c
sérkennilegs	lheesf
landslags	nhee
.	.

Rétt	aa
fyrir	ao
utan	aa
skógræktina	nveog
býr	sfg3en
núverandi	lkenof
formaður	nken
Skógræktarfélags	nhee-s
Djúpavogs	nkee-s
,	,
Ragnhildur	nven-s
Garðarsdóttir	nven-s
,	,
ásamt	aþ
eiginmanni	nkeþ
sínum	fekeþ
Sigurði	nkeþ-s
Guðjónssyni	nkeþ-s
.	.

Fréttaritari	nken
Morgunblaðsins	nheegs
heimsótti	sfg3eþ
þau	fahfo
hjón	nhfo
einn	fokeo
blíðviðrisdaginn	nkeog
á	aþ
heimili	nheþ
þeirra	fphfe
,	,
sem	ct
ber	sfg3en
nafnið	nheog
Askur	nken-s
.	.

Ógrisjaður	lkensf
eftir	ao
52	ta
ára	nhfe
vöxt	nkeo
Ragnhildur	nven-s
Garðarsdóttir	nven-s
tók	sfg3eþ
við	aþ
formennsku	nveþ
árið	nheog
1994	ta
og	c
hefur	sfg3en
nú	aa
starfað	ssg
fyrir	ao
félagið	nheog
í	ao
10	ta
ár	nhfo
.	.

Á	aþ
þessum	fahfþ
árum	nhfþ
hefur	sfg3en
skógræktin	nveng
tekið	ssg
miklum	lhfþsf
stakkaskiptum	nhfþ
en	c
þau	fahfn
hjón	nhfn
hafa	sfg3fn
,	,
ásamt	aþ
fleirum	lkfþsm
,	,
unnið	ssg
hörðum	lvfþsf
höndum	nvfþ
að	aþ
því	fpheþ
að	cn
gera	sng
skóginn	nkeog
að	aþ
sannkallaðri	lveþsf
útivistarparadís	nveþ
.	.

Mér	fp1eþ
féllust	sfm3fþ
nú	aa
eiginlega	aa
hendur	nvfn
þegar	c
ég	fp1en
tók	sfg1eþ
til	ae
starfa	nhfe
sem	ct
formaður	nken
félagsins	nheeg
,	,
segir	sfg3en
Ragnhildur	nven-s
.	.

Þar	aa
hafði	sfg3eþ
aldrei	aa
verið	ssg
grisjað	sþghen
,	,
aðeins	aa
gróðursett	sþghen
sl.	as
52	ta
ár	nhfo
.	.

Hvergi	aa
var	sfg3eþ
hægt	lhensf
að	cn
ganga	sng
um	ao
skóginn	nkeog
,	,
svo	aa
þéttur	lkensf
var	sfg3eþ
hann	fpken
.	.

Ég	fp1en
var	sfg1eþ
tvö	tfhfo
ár	nhfo
að	cn
safna	sng
kröftum	nkfþ
til	ae
að	cn
hefjast	snm
handa	nvfe
en	c
eftir	ao
að	c
við	fp1fn
hjónin	nhfng
byrjuðum	sfg1fþ
var	sfg3eþ
ekki	aa
aftur	aa
snúið	sþghen
.	.

Við	fp1fn
einbeittum	sfg1fþ
okkur	fp1fþ
í	aþ
fyrstu	lveþve
að	aþ
því	fpheþ
að	cn
grisja	sng
sem	aa
mest	aae
svo	aa
trén	nhfng
fengju	svg3fþ
birtu	nveo
og	c
hægt	lhensf
væri	svg3eþ
að	cn
ganga	sng
um	ao
skóginn	nkeog
.	.

Seinna	aam
fórum	sfg1fþ
við	fp1fn
svo	aa
að	cn
leggja	sng
göngustíga	nkfo
með	aþ
kurli	nheþ
sem	ct
við	fp1fn
fáum	sfg1fn
frá	aþ
Hallormsstað	nkeþ-s
.	.

Smám	aa
saman	aa
hefur	sfg3en
okkur	fp1fþ
tekist	ssm
að	cn
byggja	sng
þetta	faheo
upp	aa
og	c
nú	aa
er	sfg3en
svo	aa
komið	sþghen
að	c
hér	aa
stoppa	sfg3fn
mjög	aa
margir	lkfnsf
ferðamenn	nkfn
til	ae
að	cn
skoða	sng
skóginn	nkeog
og	c
nýta	sng
þá	aa
jafnvel	aa
bekki	nkfo
og	c
borð	nhfo
til	aa
snæða	sng
nestið	nheog
sitt	feheo
.	.

Skógurinn	nkeng
skartar	sfg3en
listaverkum	nhfþ
En	c
það	fphen
eru	sfg3fn
fleiri	lkfnvm
en	c
ferðamenn	nkfn
sem	ct
nýta	sfg3fn
sér	fpkfþ
aðstöðuna	nveog
í	aþ
skógræktinni	nveþg
því	fpheþ
heimamenn	nkfn
eru	sfg3fn
þar	aa
líka	aa
fastagestir	nkfn
.	.

Sú	faven
hefð	nven
hefur	sfg3en
skapast	ssm
að	c
leikskólabörnin	nhfng
setja	sfg3fn
upp	aa
listaverkasýningu	nveo
í	aþ
skóginum	nkeþg
í	aa
kringum	ao
Jónsmessuna	nveogs
sem	ct
kölluð	sþgven
er	sfg3en

Skreytum	svg1fn
skóginn	nkeog

.	.

Þar	aa
hjálpast	sfm3fn
börn	nhfn
og	c
fullorðnir	lkfnsf
við	ao
að	cn
koma	sng
fyrir	aa
myndum	nvfþ
sem	ct
börnin	nhfng
hafa	sfg3fn
málað	ssg
ásamt	aþ
myndskreyttum	lkfþsf
steinum	nkfþ
,	,
sem	ct
raðað	sþghen
er	sfg3en
eftir	aþ
stígunum	nkfþg
.	.

Það	fphen
er	sfg3en
notalegt	lhensf
að	cn
ganga	sng
um	ao
skóginn	nkeog
á	aþ
bjartri	lveþsf
júnínóttu	nveþ
,	,
skoða	sng
listaverk	nhfo
og	c
heyra	sng
veikan	lkeosf
bjölluhljóm	nkeo
úr	aþ
heimagerðum	lvfþsf
bjöllum	nvfþ
sem	ct
börnin	nhfng
hafa	sfg3fn
komið	ssg
fyrir	aa
í	aþ
trjánum	nhfþg
.	.

Grunnskólanemendur	nkfn
fara	sfg3fn
líka	aa
reglulega	aa
í	ao
skóginn	nkeog
og	c
nú	aa
stendur	sfg3en
til	aa
að	c
nemendur	nkfn
í	aþ
6.	ta
bekk	nkeþ
aðstoði	svg3fn
Ragnhildi	nveo-s
og	c
hennar	fpvee
fólk	nheo
við	ao
að	cn
bera	sng
áburð	nkeo
á	ao
trén	nhfog
fyrir	ao
sumarið	nheog
.	.

Drumbar	nkfn
öðlast	sfm3fn
nýtt	lheosf
líf	nheo
En	c
hvaðan	aa
hefur	sfg3en
Ragnhildur	nven-s
þennan	fakeo
brennandi	lkeoof
áhuga	nkeo
á	aþ
skógrækt	nveþ
?	?

Þegar	c
ég	fp1en
var	sfg1eþ
ellefu	tfhfe
ára	nhfe
kom	sfg3eþ
Einar	nken-s
Jóhannsson	nken-s
bóndi	nken
á	aþ
Geithellum	nkfþ-s
í	ao
heimsókn	nveo
til	ae
okkar	fp1fe
og	c
gaf	sfg3eþ
mér	fp1eþ
nokkrar	fovfo
plöntur	nvfo
sem	ct
ég	fp1en
mátti	sfg1eþ
gróðursetja	sng
.	.

Ég	fp1en
man	sfg1en
ennþá	aa
tilfinninguna	nveog
og	c
síðan	aa
þá	aa
hef	sfg1en
ég	fp1en
haft	ssg
endalausan	lkeosf
áhuga	nkeo
á	aþ
ræktunarmálum	nhfþ
,	,
svarar	sfg3en
Ragnhildur	nven-s
.	.

Garður	nken
þeirra	fphfe
hjóna	nhfe
er	sfg3en
ævintýraheimur	nken
út	aa
af	aa
fyrir	ao
sig	fpkeo
en	c
þar	aa
hafa	sfg3fn
þau	fphfn
komið	ssg
fyrir	aa
ýmsum	fohfþ
listaverkum	nhfþ
sem	ct
þau	fphfn
hafa	sfg3fn
sjálf	fbhfn
búið	ssg
til	aa
.	.

Bæði	fohfn
hafa	sfg3fn
þau	fphfn
mikinn	lkeosf
áhuga	nkeo
á	aþ
hlutum	nkfþ
úr	aþ
náttúrunni	nveþg
og	c
hafa	sfg3fn
safnað	ssg
ýmsu	foheþ
í	aa
gegnum	ao
tíðina	nveog
.	.

Má	sfg3en
þar	aa
nefna	sng
fallegt	lheosf
steinasafn	nheo
og	c
rekaviðardrumba	nkfo
sem	ct
hafa	sfg3fn
fengið	ssg
nýtt	lheosf
líf	nheo
í	aþ
höndum	nvfþ
þeirra	fphfe
.	.

Ragnhildur	nven-s
hefur	sfg3en
einnig	aa
ræktað	ssg
upp	aa
fallegar	lvfosf
plöntur	nvfo
,	,
m.a.	as
frá	aþ
Kanada	nheþ-s
og	c
Austurríki	nheþ-s
.	.

En	c
þau	fahfn
hjón	nhfn
gera	sfg3fn
fleira	lheovm
en	c
að	cn
sinna	sng
skógrækt	nveþ
því	fpheþ
á	ao
sumrin	nhfog
stunda	sfg3fn
þau	fphfn
sjóinn	nkeog
á	aþ
smábátnum	nkeþg
Sillu	nveþ-s
sem	ct
þau	fphfn
hafa	sfg3fn
átt	ssg
í	ao
mörg	lhfosf
ár	nhfo
.	.

Áður	aa
fyrr	aam
stunduðum	sfg1fþ
við	fp1fn
sjóinn	nkeog
allan	fokeo
ársins	nheeg
hring	nkeo
en	c
nú	aa
róum	sfg1fn
við	fp1fn
bara	aa
á	ao
sumrin	nhfog
.	.

Mér	fp1eþ
finnst	sfm3en
best	aae
að	cn
skella	sng
mér	fp1eþ
beint	aa
í	ao
ræktina	nveog
þegar	c
ég	fp1en
kem	sfg1en
heim	aa
af	aþ
sjónum	nkeþg
,	,
það	fphen
er	sfg3en
mín	feven
besta	lvenve
afslöppun	nven
,	,
segir	sfg3en
Ragnhildur	nven-s
.	.

Nýtt	lhensf
ræktunarsvæði	nhen
við	ao
Merki	nheo-s
Hvað	fshen
er	sfg3en
svo	aa
framundan	aa
hjá	aþ
Skógræktarfélagi	nheþ-s
Djúpavogs	nkee-s
?	?

Undanfarin	lhfosf
tvö	tfhfo
ár	nhfo
höfum	sfg1fn
við	fp1fn
ekkert	foheo
gróðursett	ssg
vegna	ae
þess	fphee
að	c
ekki	aa
hafa	sfg3fn
verið	ssg
til	aa
peningar	nkfn
til	ae
að	cn
girða	sng
nýja	lheovf
ræktunarsvæðið	nheog
við	ao
Merki	nheo-s
.	.

Nýlega	aa
veitti	sfg3eþ
Landgræðslusjóður	nken-s
félaginu	nheþg
tvöhundruð	to
þúsund	tfvfe
króna	nvfe
styrk	nkeo
til	ae
að	cn
girða	sng
og	c
nú	aa
er	sfg3en
verið	sþghen
að	cn
undirbúa	sng
þá	faveo
vinnu	nveo
.	.

Sveitafélagið	nheng
styrkti	sfg3eþ
okkur	fp1fo
einnig	aa
um	ao
annað	foheo
eins	lheoof
sem	c
á	sfg3en
eftir	aa
að	cn
koma	sng
sér	fpheþ
vel	aa
.	.

Það	fphen
var	sfg3eþ
Skarphéðinn	nken-s
Smári	nken-s
Þórhallsson	nken-s
sem	ct
lagði	sfg3eþ
fram	aa
tillögur	nvfo
um	ao
ný	lhfosf
ræktunarsvæði	nhfo
en	c
hann	fpken
hafði	sfg3eþ
samband	nheo
við	ao
skógræktarfélagið	nheog
og	c
hafði	sfg3eþ
áhuga	nkeo
á	aþ
að	cn
vinna	sng
með	aþ
því	fpheþ
að	aþ
þessu	faheþ
verkefni	nheþ
.	.

Ragnhildur	nven-s
reiknar	sfg3en
með	aþ
að	c
það	fphen
taki	svg3en
4-5	ta
ár	nhfo
að	cn
planta	sng
í	ao
þetta	faheo
svæði	nheo
.	.

Við	fp1fn
höfum	sfg1fn
nú	aa
þegar	aa
fengið	ssg
þrjú	to
þúsund	tfvfo
plöntur	nvfo
frá	aþ
Landgræðslunni	nveþgs
sem	ct
við	fp1fn
ætlum	sfg1fn
að	cn
gróðursetja	sng
í	ao
ár	nheo
.	.

Það	fphen
er	sfg3en
greinilega	aa
mikill	lkensf
kraftur	nken
í	aþ
skógræktarfólki	nheþ
á	aþ
Djúpavogi	nkeþ-s
.	.

Ég	fp1en
hlakka	sfg1en
til	ae
að	cn
fara	sng
að	cn
gróðursetja	sng
á	aa
ný	aa
.	.

Ég	fp1en
þyrfti	svg1eþ
bara	aa
að	cn
hafa	sng
fleiri	lvfovm
stundir	nvfo
í	aþ
sólarhringnum	nkeþg
,	,
það	fphen
er	sfg3en
verst	lhense
að	cn
þurfa	sng
að	cn
eyða	sng
tíma	nkeþ
í	ao
að	cn
sofa	sng
!	!

segir	sfg3en
Ragnhildur	nven-s
og	c
hlær	sfg3en
.	.

Það	fphen
er	sfg3en
greinilegt	lhensf
að	c
þessi	faven
lífsglaða	lvenvf
kona	nven
nýtur	sfg3en
lífsins	nheeg
í	aþ
skógræktarparadísinni	nveþg
á	aþ
Djúpavogi	nkeþ-s
.	.

Piltar	nkfn
á	aþ
Egilsstöðum	nkfþ-s
afhenda	sfg3fn
bæjarstjóra	nkeþ
áskorun	nveo
:	:
Egilsstaðir	nkfn-s
|	|
Nýverið	aa
hittu	sfg3fþ
þeir	fpkfn
Sölvi	nken-s
Snær	nken-s
Sigurðarson	nken-s
og	c
Jakob	nken-s
Þráinn	nken-s
Valgeirsson	nken-s
bæjarstjóra	nkeo
Austur-Héraðs	nhee-s
,	,
Eirík	nkeo-s
Bj.	as
Björgvinsson	nkeo-s
og	c
afhentu	sfg3fþ
honum	fpkeþ
áskorun	nveo
um	ao
að	c
bæjaryfirvöld	nhfn
komi	svg3fn
upp	aa
hjólabretta-	nkeþ
og	c
línuskautarampi	nkeþ
í	aþ
bænum	nkeþg
.	.

--	--
>	>
Egilsstaðir	nkfn-s
|	|
Nýverið	aa
hittu	sfg3fþ
þeir	fpkfn
Sölvi	nken-s
Snær	nken-s
Sigurðarson	nken-s
og	c
Jakob	nken-s
Þráinn	nken-s
Valgeirsson	nken-s
bæjarstjóra	nkeo
Austur-Héraðs	nhee-s
,	,
Eirík	nkeo-s
Bj.	as
Björgvinsson	nkeo-s
og	c
afhentu	sfg3fþ
honum	fpkeþ
áskorun	nveo
um	ao
að	c
bæjaryfirvöld	nhfn
komi	svg3fn
upp	aa
hjólabretta-	nkeþ
og	c
línuskautarampi	nkeþ
í	aþ
bænum	nkeþg
.	.

Eiríkur	nken-s
tók	sfg3eþ
erindrekunum	nkfþg
ungu	lkfþvf
ljúfmannlega	aa
og	c
sagði	sfg3eþ
þeim	fpkfþ
að	c
umhverfisráð	nhen
hefði	svg3eþ
orðið	ssg
vart	lhensf
við	ao
áhuga	nkeo
á	aþ
málinu	nheþg
og	c
nýlega	aa
skorað	sþghen
á	ao
